arc	source	kind	reproducible_from_committed	what	where	why
B301_chirality_filter_and_convergence	main	ASSERTED	no	the 27 of E6 is complex (27 != 27bar)	chirality_filter.py lines 30-31 (TWENTYSEVEN_IS_COMPLEX=True, comment 'Sage-verified')	stated as 'Sage: E6 fund rep dim 27, r != r.dual()' but no Sage code is present in this file to run; the fact is a hardcoded boolean.
B301_chirality_filter_and_convergence	main	ASSERTED	no	chirality filters E6's maximal subgroups to {SO(10)xU(1), SU(6)xSU(2), SU(3)^3}, rejects {F4, Sp(8)}	chirality_filter.py lines 31-33	branching-rule facts cited/hardcoded, not computed here.
B301_chirality_filter_and_convergence	main	ASSERTED	n/a	downgrade of 'stability forces SO(10)' to a set of 3 chiral options + explicit physics-input flag on chirality=stability	FINDINGS.md lines 8-20	a self-critical retraction of a prior overclaim, correctly and honestly labeled as a physics assumption rather than an object property; not a computed fact but a well-reasoned framing correction.
B303_clock_is_the_cp_sign	main	IMPORTED	partial	the specific CS_LADDER numeric table (e.g. CS(1,4)=-0.124428)	verdict.py lines 16-17	verdict.py hardcodes numbers evidently copied from a run of clock_is_the_cp_sign.py rather than recomputing them itself with SnapPy; its 'verification' is only that the copied numbers are internally same-sign and decaying, not a fresh SnapPy run.
B304_gauge_dynamics_skeleton	main	ASSERTED	no	E6 has exactly 3 mutually orthogonal height-6 positive roots (refuting Chat-1's SU(3) saddle claim)	gauge_dynamics_skeleton.py lines 66-70 (E6_HEIGHT6_POSITIVE_ROOTS, comment 'Sage-verified')	stated as Sage-verified but no Sage root-system code is present in this file — hardcoded constants.
B305_eisenstein_trinification_grading	main	IMPORTED	no	E6 positive-root height distribution {1:6,2:5,...,11:1}	verdict.py line 14 (E6_HEIGHT_DIST, comment 'Sage-verified, B304')	copied from an earlier arc's Sage output as a hardcoded dict; verdict.py's 'mod_counts()' re-derivation is arithmetic over this imported table, not a fresh root-system computation.
B306_principal_grading_cascade	main	ASSERTED	n/a	N=5 = k+2 = the figure-eight's WRT level (k=3) coincidence flagged as a LEAP mixing two arithmetic ends	FINDINGS.md lines 37-39	an honestly-labeled numeric coincidence explicitly NOT claimed as forced — good discipline, matches IDENTIFICATION_BY_TYPE concern proactively.
B307_totally_real_obstruction	main	COMPUTED	partial	census: of 500 cusped manifolds, 32 have degree-3 trace fields, all signature (1,1), 0 cyclic	totally_real_obstruction.py lines 51-63 (census_cubic_scan, SnapPy)	the scan code itself is present and would produce the numbers if run (needs Sage+SnapPy), but verdict.py hardcodes N_CUBIC_TRACE_FIELDS=32, CUBIC_SIGNATURES={(1,1):32}, N_CYCLIC_C3=0 as constants copied from a prior run rather than re-running the scan.
B308_yukawa_last_redoubt	main	ASSERTED	n/a	the inter-generation hierarchy is NOT forced (texture S_ij undetermined by E6)	verdict.py lines 22-24	a negative/scoping conclusion, correctly following from the positive fact that E6 fixes only the coupling constant, not a computed additional fact.
B308_yukawa_last_redoubt	main	IMPORTED	no	CUBIC_INVARIANT_MULTIPLICITY=1 (recorded in verdict.py)	verdict.py line 14	copied from yukawa_last_redoubt.py's Sage output as a constant rather than recomputed in pyenv (Sage rep theory can't easily be re-verified in plain sympy, so this is an accepted limitation, but it is still not independently re-derived).
B309_kappa_unification	main	ASSERTED	no	E6 is the unique exceptional group that is both complex (chirality) and has center Z/3	kappa_unification.py lines 62-64 (EXCEPTIONAL_CENTERS, EXCEPTIONAL_COMPLEX dicts)	standard textbook Lie-theory facts hardcoded as dicts, not derived computationally in this file (though they are well-known and low-risk).
B309_kappa_unification	main	ASSERTED	n/a	this is explicitly a consolidation, not a discovery	FINDINGS.md lines 3-6; kappa_unification.py lines 4-6	an honest self-classification distinguishing genuine new computation from re-labeling of prior banked results (P008/S034/B161-163/B186/B286/B294/B285/B305/B306/B204/B218-230/B293).
B310_cascade_realization_exhausted	main	IMPORTED	unknown	the trinification (N=3) eigenvalue omega is the figure-eight's own Eisenstein Riley root	cascade_realization_exhausted.py line 58; cites B305/B285	cited to B305/B285 rather than re-derived here.
B311_cascade_branch_points	main	IMPORTED	unknown	the A-polynomial coefficient formula A(M,L)=M^4L^2-(...)L+M^4 itself	cascade_branch_points.py lines 34-38	cited to Cooper-Culler-Gillet-Long-Shalen; taken as given rather than independently derived from the figure-eight's triangulation in this file.
B312_face_iv_houses_the_form	main	IMPORTED	unknown	the CIZ E6 exceptional modular invariant's diagonal labels {0,3,4,6,7,10} (shifted +1) are the E6 exponents	face_iv_houses_the_form.py lines 42,61-63	cited to Cappelli-Itzykson-Zuber (1987); the diagonal labels are hardcoded from the literature, not derived from a modular-invariant classification computation in this file.
B312_face_iv_houses_the_form	main	ASSERTED	n/a	the level (k=10, k=28) is generic to the ambient modular category, not object-specifically selected	FINDINGS.md lines 30-33	a correctly-scoped firewall statement rather than a computed fact — the arc is careful to distinguish the form (computed) from the level-selection claim (explicitly not object-specific).
B313_fibonacci_bridge_and_no_forced_choice	main	ASSERTED	no	27 -> (7,3)+(1,6) under E6 ⊃ G2xSU(3), refuting 'matter=Fibonacci anyons' (27->7)	fibonacci_bridge_and_no_forced_choice.py lines 60-62	the check performed is only that dimensions sum correctly (7*3+1*6==27); this confirms a dimension count is consistent with the claimed branching but does not itself verify (compute) that E6 ⊃ G2xSU(3) actually decomposes the 27 into exactly (7,3)+(1,6) as opposed to some other combination also summing to 27 — a dimension-match, not a representation-theoretic derivation, in this file.
B313_fibonacci_bridge_and_no_forced_choice	main	IMPORTED	unknown	m=1 has a non-metric selector (K009: the expansion threshold); heterogeneity (not multiplicity) creates a kappa-fork (S032-B/B131)	FINDINGS.md lines 24-37	explicitly cited to the repo's other arcs (K009, K013, S032, B125, B131, B261) rather than re-derived here, as the FINDINGS text itself discloses ('the upstream facts are cited to the repo, not re-proved').
B315_e7_exclusion_vs_heterotic	main	IMPORTED	no	E6/27 complex (FS=0), E7/56 pseudoreal (FS=-1), E8/248 real (FS=+1)	e7_exclusion_vs_heterotic.py lines 34-38 (EXCEPTIONAL dict, comment 'Sage-verified in B234')	the Frobenius-Schur indicators are cited to B234 (not in this packet) rather than re-derived; the file only encodes them as constants.
B315_e7_exclusion_vs_heterotic	main	ASSERTED	n/a	heterotic's E7-skip = non-chirality = one of the object's three independent E7-exclusion obstructions (shared root: pseudoreality)	FINDINGS.md lines 20-36	a synthesis/argument built on the imported FS facts plus the locally-computed discriminant-reachability fact; logically coherent but its Diophantine and FS legs are both imported from other arcs (B234), not independently re-derived here.
B316_sqrt7_chirality_field	main	IMPORTED	unknown	Q(sqrt-7) IS realized elsewhere in the object's arithmetic, as the chirality field of the arithmetic RRL/RLL bundles (B147)	FINDINGS.md lines 26-29	cited to B147 (verify-don't-trust confirmed per text, but not re-derived in this file's committed code).
B317_painleve_transcendental	main	ASSERTED	n/a	the metallic elements are hyperbolic hence infinite (dense) orbits, so the solutions are transcendental (not in the algebraic Lisovyy-Tykhyy list)	FINDINGS.md lines 13-20	correctly follows logically from the computed hyperbolicity plus a cited classification theorem (Lisovyy-Tykhyy 2008), which is not re-derived/re-proved here, only cited.
B317_painleve_transcendental	main	IMPORTED	unknown	the Hitchin/Painleve-VI lens 'was already run' in B164/B169, correcting a stale claim in P010	FINDINGS.md lines 6-9	cited to B164/B169 (not in this packet); this arc adds a placement on top, not a re-verification of B164/B169's content.
B318_amphichiral_mechanism	main	ASSERTED	n/a	correction to B311: the golden A-polynomial discriminant factor x^2-3x+1 is definitional (the figure-eight's own monodromy eigenvalue quadratic), not a surprising coincidence	FINDINGS.md lines 32-39	a reasoned correction of a prior arc's overclaim (B311), logically argued but not itself a new computation beyond the trivial conjugation check.
B754_p2_spectral	main	IMPORTED	yes	B753 theta-odd block trace 1/phi, eigenphases +-72deg, mixing entry 1/(phi*sqrt5)	cited/re-verified (not re-derived from first principles) across nearly all cells, e.g. TOMB-L252 CHECK line 74, TOMB-L63 PART1, TOMB-L339	The value originates in the separately-frozen B753 arc (outside this packet); B754 cells re-run B753's own pipeline (B238 import) in-cell and confirm agreement to 1e-15, so it is IMPORTED-but-cross-checked rather than freshly derived within B754.
B754_p2_spectral	main	IMPORTED	yes	WALL-1's E4 premise 'm004-specific bits reaching the SSB-carrying datum: ZERO'	WALL-1/compute.py CHECK 'B737 P4 S10(c)'; grep-verified against frontier/B737_candidate_zero/p4_kms_out.txt line 182	The load-bearing physics conclusion for the arc's headline (no SM value from the solo object) rests on a sentence imported verbatim from a different, earlier arc (B737); this cell only greps that the sentence exists at the cited line, it does not re-derive the zero-bits claim independently.
B754_p2_spectral	main	COMPUTED	no	TOMB-L277 skeptic override: 16/37 classes (43%) golden-magnitude weld-block trace; 1152/2880 elements golden; all 4 SU(2)_3-golden classes are golden-weld -- used to flip the cell's FACE-OPENS verdict to KILL-EXTENDS	cells/TOMB-L277/skeptic.txt (the whole census table)	No skeptic.py (or any script) is committed alongside skeptic.txt in cells/TOMB-L277/ -- only the prose report with printed numbers. A stranger cannot re-run this census from committed files; they must trust the pasted table. This is the numeric basis for the headline override.
B754_p2_spectral	main	IMPORTED	unknown	TOMB-L77 skeptic override: identification of the correct saddle field as Q(sqrt(-3)) (not Q(sqrt(5))), flipping FACE-IRRELEVANT to KILL-EXTENDS	cells/TOMB-L77/skeptic.txt, citing 'B742 recompute (Part 2, output lines 58-62)' external to this arc	The corrected field claim is attributed to a B742 output file not included in this packet's file list, so its content could not be directly verified here; the skeptic itself also has no committed script, only skeptic.txt prose.
B756_remaining_doors	main	IMPORTED	no	Exact iff-law a_m*a_n=a_mn (gcd(mn,5)=1) iff chi_2(m)=+1 or chi_2(n)=+1, defect (1-sqrt5)/2 in the both-nonresidue case	SYNTHESIS_CC2.md (cc2's derivation, cited as sympy-proved with a 60-pair stress test) — the underlying compute script is NOT among this arc's committed files	the arc's own committed files (cc_verify_door2.py, cc_verify_m51_m32.py, cc_verify_door6_p4_rerun.txt) verify DOOR2 and DOOR6 only; no committed script here reproduces the DOOR3 iff-law derivation or its 60-pair stress test — it is asserted via SYNTHESIS_CC2.md and RAW_WORKFLOW_OUTPUT.json, both cc2 seat products relayed and hash-verified but not independently re-run by cc within this arc's files
B756_remaining_doors	main	COMPUTED	no (script itself not included; only its stdout log is committed)	DOOR6 P4 sector-split re-execution: (tr_odd,tr_even)(23)=(1,0) exactly, eps=+1 the unique global sign reproducing the banked 8-rung ladder, p4_results.json byte-identical to cc2's banked file	cc_verify_door6_p4_rerun.txt	the file is an output log (a *.txt witness), not the executing script; a stranger has the numbers and the byte-identity claim but not the reproducing code within this arc's directory
B758_theorem_ledger	main	UNCLEAR	unknown	docs/THEOREM_LEDGER.md — 18 labeled links, 12 cited lock files (55 tests)	docs/THEOREM_LEDGER.md (not in this arc's files; only referenced)	This arc's own directory contains only FINDINGS/PREREG/verdict — no compute.py or output; the deliverable (the ledger file itself) lives outside frontier/B758_theorem_ledger/ and was not part of this read, so the claim that all 12 cited locks are present and green cannot be checked from this arc's files alone
B759_qp3_integration	main	FITTED	yes (the m004 instance is exact), but the GENERALIZATION beyond m004/m003 was never tested in this arc	The discriminant law: 'for a manifold with trace field Q(sqrt(-d)), the Sym^2 off-block norm = sqrt(d)' stated as a general law	compute.py Part 7 + FINDINGS.md 'The discriminant law' section	only one trace field (Q(sqrt-3)) is exercised in this compute.py; the 'general law' language extrapolates from a single data point and was falsified the same day by a sibling arc (B764) using a different knot (5_2) — this arc's own FINDINGS still states the general law without qualification
B760_qp4_closure	main	COMPUTED	no	Weld block B is SU(2) with eigenvalues {zeta_5, zeta_5^4} (72-degree rotation), B^5=I, and no candidate operation (Galois, MCG powers, charge conjugation, amphicheiral involution, QP-3 coupling sign) canonically breaks the pairing	output.txt Parts 1-8 (compute.py itself was NOT in this arc's file list — only its stdout is committed)	compute.py is referenced ('cd frontier/B760_qp4_closure && python compute.py') in FINDINGS.md but is not among the files provided for this arc (only FORENSIC_SEAL_RECORD.md, FINDINGS.md, PREREGISTRATION.md, arc_verdict.json, output.txt were listed) — the reproducing script was not read/verified here
B763_branch_reconciliation	main	ASSERTED	unknown	Full git-branch inventory classification: 6 stale refs pruned, 3 frozen-record branches registered, 1 live branch (b666-addendum1) verified fully superseded file-by-file and closed	frontier/B763_branch_reconciliation/FINDINGS.md	This is a git-repository administrative audit (branch listing and classification), not a mathematical computation; no script or command output is committed in this arc's directory to let a stranger reproduce the branch inventory as it stood at the time — it is a narrative record of a one-time housekeeping action
B764_c19_comparator	main	ASSERTED	no	Corrected law: off-block=|u_geo-conj(u_geo)|; (z-zbar)^2*[(z-r)(zbar-r)]^2 = disc(-23) verified to 40 digits; off-block * |(z-r)(zbar-r)| = sqrt(23)	output.txt, section 'THE CORRECTION, EXACT' (appears twice, the first attempt ending in a Python TypeError traceback, the second succeeding)	compute.py as committed ends after the two offblock_at_roots() calls for m004 and 5_2 — it contains NO code computing the factorization identity, the 40-digit verification, or the corrected pair-separation law shown in output.txt's 'THE CORRECTION, EXACT' sections; that additional output (including a visible traceback from a failed float() cast) was evidently produced by an uncommitted interactive follow-up, so the arc's most important finding (the corrected general law) cannot be reproduced by running the committed compute.py
B765_p3_depth	main	ASSERTED	yes (mechanically — the script runs deterministically over committed JSON inputs), but the classifications themselves (has_universal_step, gap_description) are hand-authored per target inside the elif branches, not derived by a general algorithm from the depth_note text	Per-target classification of 21 P1-banked negatives into DEPTH-CLOSED (8) / DEPTH-HELD (6) / DEPTH-EXPOSED (7), reading data from frontier/B742's kill_graph.json and bprime_annotations.json	compute.py (per-target elif branches, e.g. lines 139-284) + results.json	Method A is described in PREREGISTRATION.md as parsing depth_note text automatically, but the actual compute.py hard-codes a separate elif branch with a pre-written verdict and gap_description for each of the 21 named targets — this is closer to a documented expert judgment call per target than an automated, generalizable classifier, though it is transparent about its inputs and reasoning
B766_measurement_torsor	main	ASSERTED	yes (subsequently backed by audit's matrix-level Sym^2 computation)	theta_flips_T6 = True	compute.py line ~57 (hardcoded 'definitional: T6's axis IS the theta-odd sector's sign')	The arc's own AUDIT_FINDINGS.md documents that this entry was originally hardcoded as 'definitional' rather than derived, and that a naive trace-level test would give the wrong answer (FIX); only the audit's Sym^2 derivative computation backs it with an actual derivation.
B767_stabilizations	main	FITTED	unknown	TOMB-L34: 'stability across seeds ... 3 seeds' entropy scaling result	output.txt CELL 6; results.json	ADDENDUM_b1187_corrections.md states the '3 seeds' robustness claim was vacuous (np.random.seed set but no randomness ever drawn — deterministic tight-binding model) and the c_eff estimator was an artifact of the additive-constant fit; this defect is recorded only in a separate ADDENDUM file, not corrected in FINDINGS.md/output.txt themselves.
B768_correspondence_crosstest	main	ASSERTED	unknown	'The subdominant eigenvalue = the hearing amplitude' (V3): -1/phi numerically equals a banked trace value from a different arc (B753 add.2)	FINDINGS.md V3; audit_output.txt A3	This is exactly the IDENTIFICATION_BY_TYPE pattern the seat is instructed to flag: two golden-ratio-valued quantities from unrelated computations are numerically equal, and the arc itself E20-flags it as 'mechanically UNLINKED' — the audit confirms only that the flag was correctly applied, not that any mechanism exists.
B768_correspondence_crosstest	main	ASSERTED	no	The entire 'phenomenological correspondence' matching (mathematical torsor axes <-> psychological/consciousness-studies categories: Agency, Feeling-of-Agency, depersonalization literature, meditation studies, autonoetic memory patient K.C.)	FINDINGS.md receipts #1-#6; CC3_FORKS_VERIFICATION.md	This is not a physics or mathematics computation at all: it is a literature-matching exercise pairing group-theoretic structure (V4, involutions, torsor rank) against categories from cognitive-science papers on agency and self-experience (Synofzik, Ferroni, Haggard-Tsakiris, Berkovich-Ohana). No formal derivation links the math to the phenomenology; the whole apparatus is explicitly gated to stay out of 'CLAIMS' but nonetheless represents the closest thing to a numerology-style correspondence-hunt in this batch.
B770_closure_census	main	COMPUTED	unknown	16 candidate closures adversarially refuted back to LIVE	CENSUS.md 'The 16 refuted closures' section	The refutation rationale for each item is given as free text (e.g. OI-108: 'never run anywhere in the repo') but this is a multi-agent workflow (wf_4f2f28dd-762) whose underlying agent transcripts are not part of the committed files sampled here — the census.json output is the artifact, but the LLM-agent classification process itself is not independently re-executable from this arc's committed files alone.
B771_phase1_wave1	main	ASSERTED	unknown	e2/e3 sentinel firing on B403/B405/B406 (W2-SENT/W3-SENT)	FINDINGS_WAVE2.md line 23 (bug), FINDINGS_WAVE3.md line 12 (fix)	Not independently read (compute.py/output.txt for W3-SENT were not opened in this pass); accepted on FINDINGS' narrative that a hardcoded e2 pair (-3/48 instead of -3/144) was found and fixed. The corrected sentinel-firing outcome is not itself verified here beyond the FINDINGS text.
B772_negatives_adequacy	main	ASSERTED	unknown	14-negative classification (4 ROBUST / 7 PROVISIONAL / 2 NEEDS-DEEPER-LEVEL / 1 CONTENT-FREE) across 4 axes (kind, resolution, level/projection, input mechanism)	audit_results.json rows[] (355 lines, sampled head+tail), FINDINGS.md table	This is an adversarial-classifier narrative audit (14 LLM-agent classifications + synthesis), not a numeric computation with a machine-checkable witness; each row's rationale cites prior arcs' computed facts but the classification itself (ROBUST/PROVISIONAL/etc.) is a judgment call recorded in JSON, not derived by a script a stranger could rerun to get the same labels.
B773_chord_recompute	main	IMPORTED	no	W3-082c originally claimed loaded-level 'light-up' (RESOLVED-A) but the bridge lemma (8-rank ≡ Kim's arithmetic-CS action) is CITED, not proved — self-flagged NEEDS-SPECIALIST	FINDINGS.md lines 32-45; PREREGISTRATION.md line 15	The Kim-CS/Morishita/Redei bridge lemma is asserted (compute.py docstring, not derived in-cell); FINDINGS.md itself downgrades this cell's positive to 'the loaded-level positive is NOT established.'
B773_chord_recompute	main	FITTED	no	W4-115c headline/results.json embeds an 'adjoint 7,815...' odd-n content sequence that does not match the actually computed sequence	cells/W4-115c/results.json line 143 (headline text) vs cells/W4-115c/output.txt line 51 ('b=5 Q(sqrt21) : [1, None, None, None, None, None, None, None]')	FINDINGS.md self-flags this exact defect ('the headline embeds a fabricated adjoint 7,815... content string. Carry: strip the fabrication'); confirmed here — the actual computed odd-n sequence for the adjoint tower is almost entirely None (not a perfect square) at n=2..8, so the numbers '7,815' in the headline are not traceable to any printed intermediate value in output.txt. This is a genuine fabricated numeric string inside a nominally computed results.json, carried forward unresolved (RESOLVED-B verdict stands pending the fix).
B774_chord_pass	main	ASSERTED	unknown	Stage A scan: 174 banked negatives classified, 129 structural/B766-immune (74%), 45 chord-blind (26%, dedup to 34), 12 promoted to Stage B	stageA_scan.json (total_scanned=174, candidates=45, loadbearing=37; per-negative 'projection'/'chord_could_differ'/'priority' fields with prose rationale)	The 174-vs-129-vs-45 split is a taxonomic judgment call recorded as prose rationale per negative, not a machine-computed test; a stranger could re-read the rationale but cannot re-run a program that reproduces the classification (no compute.py for Stage A).
B774_chord_pass	main	ASSERTED	yes	CP-S032A verify_note self-flags: the 'mirror_equals_conjugation' boolean checked in-cell is a tautology true for any invertible matrix, so 'verified m=1..4' overstates what was shown (though the underlying amphichirality claim is separately argued true)	stageB_results.json CP-S032A verify_note, final paragraph	The verify pass itself catches and documents this as a non-material caveat rather than hiding it — a positive transparency signal, but it means one of the cell's stated 'verifications' does not actually discriminate the claim it was offered for.
B775_phase2_wave1	main	ASSERTED	unknown	P2W5-B465 (Wave5): the loop/dark-phase/max-trace construct's Latin-frame law is FALSE as stated (support is a fitted flip+translate, not im(A-I)); Wave6 repair P2W6-B465-r fixes 3 defects but the FINDINGS_WAVE6 carry table says it introduces a NEW false universal ('det(sigma-I)=2-tr(sigma)=5 at every level')	FINDINGS_WAVE5.md cell table; cells/P2W5-B465/output.txt; FINDINGS_WAVE6.md carry table (P2W6-B465-r)	the repair's own compute.py/output.txt were not read in this pass (not in the packet's file list for this batch beyond compute.py under SAMPLE_CODE for P2W6-B465-r, which was not opened); the FINDINGS text itself documents an unresolved defect carried forward uncorrected into the repo's committed output.
B775_braver_questions	audit/b775-braver-questions	COMPUTED	unknown	V4 genericity test: 8 imaginary-quadratic-trace-field manifolds tested (SnapPy census + metallic/chiral bundles); m004, m003, m025, R^2L^2 have V4 (amphicheiral), while m009/m010/RRL/RLL have Galois-only Z/2	FINDINGS_THREE_MOVES.md Move 1; v4_genericity_test.py	The script v4_genericity_test.py is committed and would run (SnapPy+cypari), but no output.txt/results.json/log for the actual run is present in this arc's file set — the specific table of 8 manifolds in FINDINGS_THREE_MOVES.md cannot be checked against a committed witness from these files alone. (The independent re-run lives in the separate B777 belt file CC_VERIFY_V4GENERICITY.md, not in this arc.)
B775_braver_questions	audit/b775-braver-questions	ASSERTED	no	'm004 unique minimum volume (Cao-Meyerhoff)' and 'Fibonacci/golden-ratio requires trace 3' claims used to argue m004-specificity beyond V4	FINDINGS_THREE_MOVES.md Move 1, lines ~29-42	Cited as literature facts (Cao-Meyerhoff) and prior program results, not computed in this arc; no witness file here.
B775_braver_questions	audit/b775-braver-questions	ASSERTED	no	'c pinned at minimal self / ipseity' — philosophical/structural argument for which phenomenological primitive fills slot c	FINDINGS_THREE_MOVES.md Move 2	Pure interpretive argument (Zahavi/Gallagher literature vs. structural collision with gamma_5); not a computation, explicitly Gate-5-Q interpretive per the companion B777 gate note.
B775_braver_questions	audit/b775-braver-questions	UNCLEAR	no	Galois-vs-reversal gate (S1 rank-onset, S2 action-type, S3 solo-flip) — proposed discriminator between c and theta	FINDINGS_THREE_MOVES.md Move 3	Described as 'designed, no new math needed' and 'computable from existing data (B766, B759, B769)' but not actually run/verified in this arc — it is a proposal folded into Phase 3 per the B777 gate note, not a banked result.
B777_braver_questions	main	COMPUTED	no	V4-genericity independently re-verified: cc's own SnapPy re-computation of manifold volume/symmetry-group/amphicheirality for m004, m003, m025, m009, m010 matches cc3's table exactly (m004 vol 2.029883, D4, amphicheiral, V4; m003 same vol, Z/2+Z/4, amphicheiral, V4; m009/m010 vol 2.666745, Z/2+Z/2, not amphicheiral, Z/2-only)	CC_VERIFY_V4GENERICITY.md lines 10-26	This is stated as cc's own independent SnapPy re-computation ('cc's independent SnapPy re-computation confirms it EXACTLY') but no script, output, or results file for this re-computation is committed in B777_braver_questions or referenced by path — it is a prose table with no witness file a stranger could rerun.
B777_braver_questions	main	ASSERTED	unknown	m004 vs m003: identical volume 2.029883 and both V4; the only known distinguishing structural feature is the symmetry group (D4 order-8 vs Z/2+Z/4) plus trace-3/Fibonacci downstream chain — the 'm003 sister-distinction' is a named, unclosed risk as of this arc	CC_VERIFY_V4GENERICITY.md 'The honest residual' section	Flagged by cc3 and confirmed by cc as an open risk in this arc; the log_index shows it was later closed by a different arc (B781), not resolved here.
B778_cleanup	main	ASSERTED	unknown	cross-arc 'non-Galois motif' unifying P2W2-MIRROR / CL-LATIN / B779-R1	FINDINGS.md 'COMPLETION' section, RETRACTED inline	the arc's own text records this as retracted the same day by B784: '|.| is not a field automorphism' is trivially true of any field and not object-specific; the individual per-cell facts stand but the unifying claim does not.
B779_convergence_probe	main	COMPUTED	no	R1: Galois orbits on the F2^3 closing torsor — V4 acts with 2 orbits of size 4, orbit label = theta-coordinate	R1_galois_orbits.md	the orbit computation is stated and its logic given in prose/table form (translation action on F2^3), but no compute.py/script is committed for R1 — a stranger cannot re-run it, only re-derive it by hand from the description; CC_GATE_NOTE.md states 'cc re-computed it exactly' but that recomputation is not itself a committed artifact distinct from the prose.
B779_convergence_probe	main	IMPORTED	yes	R2: six 'golden identities' connecting mixing number p=1/(phi*sqrt5) (B753) to torsion data tau_geo=-3, tau_dyn=-5 (B425)	R2_mixing_crosscheck.py, R2_mixing_crosscheck.md	the six sympy asserts are genuinely computed and reproducible, but tau_geo=-3 and tau_dyn=-5 are hardcoded literals imported from B425 ('# geometric torsion from B425', '# dynamical torsion from B425') not recomputed in this cell; the identities are largely algebraic tautologies once p's definition and the two imported constants are fixed (e.g. sigma(p)=1-p follows immediately from p's Galois norm structure), so 'cross-check PASSED' overstates independence — it is confirming self-consistency of a definition, not an independent empirical convergence.
B779_convergence_probe	main	IMPORTED	no	R3: continuous scattering matrix of m004 is generic (phi(s)=Lambda_K(s-1)/Lambda_K(s)), m004-specific arithmetic lives only in the discrete Maass spectrum at level (8)	R3_scattering_assessment.md	explicitly an assessment of prior arcs (B737, B739), not a new computation in this arc; no code committed here, cites results banked elsewhere.
B779_convergence_probe	main	IMPORTED	no	R5: SL(3) theta-coupling norm sqrt(3), coupling fraction 15/32, 5 cubic Hitchin directions transverse to V0	R5_sl3_assessment.md	assessment of B71/B99/B101/B759/B769, no code in this arc.
B779_convergence_probe	main	UNCLEAR	yes	R6'/R7: individual Maass eigenvalues at level (8) and the functor Loc(m004)->Hilb	R6_maass_assessment.md, R6_maass_assessment.py, R7_functor_assessment.md	the arc is honest that these are BLOCKED — the committed R6_maass_assessment.py only computes length spectrum (via SnapPy) and Weyl asymptotics, explicitly stating 'no implementation exists in this repo' for the actual Maass eigenvalues; R7 is stated as an open conjecture with no code at all.
B780_galois_reversal_gate	main	ASSERTED	yes (reproduces the vacuous result, not a real theorem)	the 'gate' verdict itself (classify() correctly separates c from theta and rejects the swap) and the resulting 8->4 enumeration halving	compute.py lines 76-133 (c_sig=(True,True,True), theta_sig=(False,False,False) are literal tuples fed into classify())	the arc's own arc_verdict.json and FINDINGS.md retraction state plainly that c_sig/theta_sig are hardcoded literals rather than being derived from S1_discriminates/S2_discriminates/S3_discriminates (which ARE computed booleans, but never feed into classify()), so 'the gate rejects the swap' cannot fail by construction — the code runs and reproduces RESOLVED-A every time, but the result is circular, not a genuine test.
B781_m003_sister	main	ASSERTED	no (in this cell)	m003's monodromy trace is -3 (as opposed to the other candidate +7 consistent with |2-tr|=5)	compute.py line 16 (tor3 = 5 hardcoded; tr3_candidates computed as [-3,7]) and FINDINGS.md's inline comment 'sister = -3'	the compute.py script itself only narrows to the set {-3,7} via arithmetic and then the print statement asserts '(sister = -3)' without deriving which candidate is correct; FINDINGS.md's own 'AUDIT UPGRADE (B784)' section admits this directly: 'cc had only asserted -3 by convention, with the honest disjunction {-3,7}... B784 audit COMPUTED it: m003's monodromy is -RL, trace -3, established two ways' — but that computation is NOT in this arc's compute.py/output.txt/results.json, which still print/store the unproven assertion unmodified.
B782_choice_incomputability	main	IMPORTED	unknown	identification of 'the measurement torsor' (quantum-measurement outcome selection) with this abstract (Z/2)^3 regular G-set built from (c, theta, gamma5)	FINDINGS.md and PREREGISTRATION.md, citing C20/B766 as the source of the torsor structure	this arc does not itself construct or verify that the physical measurement-outcome set is genuinely a free (Z/2)^3-torsor — it imports that structure from B766/C20 (not read in this pass) and only computes the (elementary) group-theoretic consequence given that premise.
B783_observer_ground_zero	audit/b775-braver-questions	IMPORTED	unknown	F_2^3 = <c, theta, gamma_5> torsor: flip-table, rank-onset (S1/S2/S3) discriminators, T1/T6 relations, field-visibility filtration	A2_torsor_construction.txt	A2 states it is 'assembled from' B766, B780, B769, B759, B711, B712, K021, B749 -- none of those source arcs' files are in this packet, so the flip-table and onset claims are asserted here as already-established facts, not re-derived. Whether those upstream arcs themselves computed them from committed witnesses was not checked in this digest pass.
B783_observer_ground_zero	audit/b775-braver-questions	ASSERTED	no	gamma_5 = reversal + complement on the cutting sequence (rotation-angle test, 'Test 4: 50/50 position match'), and the frequency-swap test (d(a)=1/phi <-> 1/phi^2)	B2_gamma5_test.txt sections 1-2 (lines ~36-76)	B2 says these were 'verified computationally' but no script implementing the cutting-sequence/rotation test or the 'Test 4' comparison is present among the 11 committed arc files -- A1_tracking_computation.py does not contain rotation-angle or cutting-sequence code. The frequency-invariance-under-reversal claim ('verified for F_2 through F_11') is also asserted without a visible script or the raw digit-by-digit output.
B783_observer_ground_zero	audit/b775-braver-questions	UNCLEAR	no	'Independent verification' of the theta reversal-swap result	B1_theta_test.txt line 4: 'Independent verification: scratchpad/theta_verify2.py, theta_verify3.py.'	Neither theta_verify2.py nor theta_verify3.py is among the 11 files in this arc directory (not in the packet's file list). The claim of independent reproduction rests on files not committed to this arc.
